,doctor_altruism,doctor_likes_soldier,doctor_likes_actor,doctor_has_food,doctor_has_meds,soldier_altruism,soldier_likes_doctor,soldier_likes_actor,soldier_has_food,soldier_has_meds,actor_altruism,actor_likes_doctor,actor_likes_soldier,actor_has_food,actor_has_meds,food_quantity,meds_quantity,active,results
309,2,0,0,0,0,-1,-1,1,0,0,0,2,0,0,0,0,0,doctor,
310,0,2,2,1,0,-1,-1,0,1,1,-2,1,-1,0,1,0,0,doctor,
311,0,-1,0,1,0,-2,-1,0,1,0,-1,0,-2,1,0,1,0,soldier,
312,2,-1,2,0,1,-1,2,0,1,0,-2,-2,0,0,0,1,0,doctor,
313,1,1,-2,1,0,1,-1,-2,0,0,-2,2,2,1,0,1,0,doctor,
314,0,-2,-2,0,1,-2,2,2,1,0,-1,2,2,0,0,0,1,doctor,
315,-1,1,-2,0,0,1,-1,-1,0,1,0,2,1,0,0,0,1,actor,
316,1,0,2,0,0,0,0,2,0,1,0,-2,0,0,0,1,0,actor,
317,2,-1,-2,1,0,1,-2,-1,0,1,-1,-1,1,1,1,0,0,actor,
318,-2,-1,2,0,1,-1,-1,-1,0,0,0,2,2,1,0,1,1,soldier,
319,0,0,1,1,0,1,2,1,1,1,0,2,2,1,0,1,1,soldier,
320,1,-1,0,1,0,2,2,0,1,0,1,-2,1,1,1,1,0,doctor,
321,2,2,0,0,1,2,1,-1,1,1,-1,2,1,0,1,1,0,soldier,
322,1,1,0,0,1,-2,-2,0,1,1,1,2,2,1,0,1,1,doctor,
323,2,0,2,0,1,2,1,0,0,1,0,-1,-2,0,0,1,0,doctor,
324,2,-2,-1,0,0,-2,-1,-2,1,1,-1,0,-1,1,1,0,1,soldier,
325,-1,0,-1,0,1,1,-1,2,1,0,1,2,-1,0,1,1,0,doctor,
326,1,1,-2,0,1,-1,-1,1,1,1,0,2,-2,0,1,1,0,actor,
327,-1,-2,1,0,1,2,0,-1,1,0,0,2,0,1,0,0,1,soldier,
328,-2,2,1,1,1,-2,2,-2,1,0,-1,-2,2,0,0,0,0,doctor,
329,2,-1,0,0,0,-1,0,1,0,0,0,1,0,1,1,0,1,doctor,
330,1,-1,-2,0,1,2,-1,2,1,1,-2,1,-2,1,1,1,0,soldier,
331,0,1,0,1,0,-2,-1,-1,1,0,2,-2,-1,0,1,0,0,soldier,
332,0,2,-2,0,0,-2,0,1,1,0,2,2,2,0,0,1,1,soldier,
333,0,2,0,0,1,0,-1,2,1,0,-2,2,1,0,0,1,0,soldier,
334,-2,-2,1,0,0,-2,-1,-2,1,1,-2,-1,2,1,1,0,1,actor,
335,-2,2,2,0,1,1,2,1,1,0,2,0,1,1,0,1,0,doctor,
336,1,1,1,1,0,-1,-1,0,1,0,2,0,0,1,0,0,0,soldier,
337,1,0,1,0,0,-2,-2,-1,0,0,2,0,2,1,1,1,0,actor,
338,-2,1,-1,0,0,1,-1,-1,0,0,0,-1,-2,1,0,1,0,soldier,
339,1,-1,0,1,0,-1,-2,0,0,1,-1,0,-1,1,1,1,1,soldier,
340,-1,1,0,0,0,1,0,-1,1,0,-1,2,1,0,1,1,0,actor,
341,2,-1,1,1,0,0,1,0,0,1,-1,1,-1,1,1,1,0,soldier,
342,2,0,-1,0,1,-2,0,2,0,1,1,-2,2,0,0,1,1,soldier,
343,2,2,-2,1,0,1,-2,0,1,0,2,-2,2,1,0,0,1,doctor,
344,-1,-2,1,1,0,-1,-2,1,0,1,-1,-2,0,1,0,1,1,doctor,
345,-2,0,0,0,0,1,-1,2,0,0,0,0,0,0,1,0,1,doctor,
346,0,2,-2,0,0,1,-1,1,0,0,2,1,2,0,0,0,0,actor,
347,0,2,2,1,0,1,0,0,0,1,0,2,2,1,0,0,1,actor,
348,0,0,1,1,0,2,2,2,0,0,2,-1,2,1,0,0,1,doctor,
349,1,2,0,1,0,-2,2,1,1,0,-1,1,-2,1,1,1,0,doctor,
350,1,-2,-1,1,1,2,0,-1,0,1,-2,0,-2,0,1,0,0,actor,
351,0,0,0,0,0,0,2,1,1,0,2,-1,2,1,1,1,1,soldier,
352,0,-2,1,1,1,2,0,1,1,1,2,1,1,0,1,0,0,soldier,
353,0,-1,-2,1,1,2,-2,-2,1,0,2,0,2,1,1,0,0,actor,
354,0,-2,-1,1,1,2,2,-2,0,1,2,2,0,1,1,0,0,doctor,
355,0,2,1,1,1,-1,-2,-1,1,0,-1,-1,0,0,0,0,1,soldier,
356,-1,-1,0,0,0,0,-2,0,0,1,-2,-1,2,0,1,0,1,actor,
357,2,-1,-1,0,0,-1,-2,0,0,0,-1,0,-2,1,1,0,1,doctor,
358,0,-1,0,0,1,2,1,-2,0,0,1,0,-1,1,0,1,1,soldier,
359,2,1,2,0,1,2,2,-2,0,1,0,2,1,0,0,0,0,soldier,
360,2,1,-1,0,1,1,-2,-2,1,1,-2,0,-1,1,1,0,0,actor,
361,-1,0,2,1,0,1,1,-1,1,0,0,1,2,1,0,0,0,actor,
362,2,-2,-2,0,0,1,1,0,0,1,-2,2,-2,0,0,0,0,actor,
363,1,-2,2,0,1,1,-2,1,0,0,-2,2,2,0,1,1,0,soldier,
364,-1,-1,1,0,1,2,-2,2,0,0,-1,-1,2,0,0,0,0,soldier,
365,0,-1,1,1,1,2,-1,1,0,0,-1,0,1,1,0,0,1,doctor,
366,-2,-1,-1,0,1,1,1,2,1,0,2,1,-1,0,1,1,1,soldier,
367,-2,0,0,1,0,0,0,0,1,0,-1,1,0,1,0,1,0,doctor,
368,1,-2,-1,0,1,2,-2,1,0,0,-1,2,-2,0,0,1,1,actor,
369,0,1,-2,0,1,-2,0,2,0,1,0,1,2,1,1,0,0,actor,
370,-2,0,-1,1,1,-2,-2,-2,0,1,-2,1,-2,1,0,0,1,actor,
371,0,1,0,0,1,-1,-1,1,1,0,-1,-1,1,1,0,1,0,actor,
372,0,-1,-2,1,1,2,2,1,0,1,0,1,2,1,1,0,1,actor,
373,0,1,-2,0,1,2,0,1,1,0,-1,-2,0,0,1,0,1,actor,
374,2,-1,2,0,1,1,-1,0,1,0,-1,-1,-2,1,0,0,1,soldier,
375,1,-1,-2,0,0,1,1,1,1,1,0,2,1,0,1,0,0,soldier,
376,0,2,1,1,1,-2,2,-1,1,1,1,0,0,1,1,1,0,doctor,
377,0,-1,0,1,0,0,2,-2,1,0,0,0,2,0,0,0,0,actor,
378,-2,1,-2,0,0,-2,2,-1,0,0,-1,-2,0,0,0,0,0,actor,
379,-2,-1,1,0,0,1,0,2,0,1,-2,1,2,0,1,0,1,actor,
380,1,-1,-1,1,0,0,2,2,0,0,0,-1,2,1,0,1,0,actor,
381,0,-1,0,1,0,-2,2,-1,0,0,0,-1,-2,1,1,0,1,doctor,
382,2,0,1,0,1,1,0,1,0,0,-2,0,2,1,1,0,0,actor,
383,0,-2,1,1,0,-2,-2,-2,1,0,0,-2,1,0,0,1,0,soldier,
384,0,-1,2,1,0,-1,2,-1,1,0,1,2,-1,1,0,1,1,doctor,
385,1,0,1,0,1,-2,2,-2,1,0,1,0,0,1,1,0,1,doctor,
386,1,0,-1,0,0,2,1,2,0,0,1,-2,-1,1,1,1,0,doctor,
387,-2,-1,0,0,1,-2,-1,-2,1,0,2,-1,0,0,1,1,1,soldier,
388,1,-2,2,0,1,-2,1,-1,1,1,-2,-2,-2,0,0,1,0,soldier,
389,1,-1,1,0,0,2,1,1,0,0,1,-1,-1,0,0,1,0,soldier,
390,2,-1,-2,1,0,1,1,1,1,1,-1,0,2,1,1,1,0,soldier,
391,1,0,-2,0,0,0,-2,2,1,0,-1,-1,2,1,1,1,0,soldier,
392,2,-1,0,0,0,-2,-1,-2,1,1,-1,1,1,0,0,1,0,doctor,
393,-1,1,1,0,0,-2,2,2,1,1,-1,0,-1,1,1,1,0,soldier,
394,1,-2,-2,1,1,-1,-2,-2,0,1,0,-1,1,1,0,0,0,actor,
395,-2,0,-1,1,1,0,-1,-2,0,0,-1,0,0,1,1,0,0,soldier,
396,-1,-2,1,1,1,1,1,-1,0,1,0,-2,-2,0,0,1,0,doctor,
397,0,2,1,1,0,-2,-2,2,1,0,2,2,2,0,1,1,0,doctor,
398,0,2,1,0,1,2,0,0,0,1,2,0,1,1,1,1,1,soldier,
399,-1,-1,1,0,0,0,0,-1,1,0,1,-1,-1,1,1,1,1,actor,
400,0,2,-1,1,0,2,2,0,0,0,-2,0,0,1,1,1,1,actor,
401,2,-1,-1,0,1,-1,-2,-1,0,0,-1,-2,1,0,0,1,0,soldier,
402,2,1,-2,0,0,-1,2,0,1,1,0,-2,1,0,1,0,0,soldier,
403,1,-1,-1,0,1,1,1,2,1,1,-2,1,-2,1,1,1,0,soldier,
404,0,1,-1,0,0,0,-1,1,0,1,0,0,-1,0,0,0,1,soldier,
405,1,2,-1,0,1,-1,0,0,0,0,2,-2,0,1,1,1,0,soldier,
406,0,-2,0,0,0,-1,1,2,0,1,-2,-1,-2,0,0,0,1,doctor,
407,2,0,-2,0,0,0,1,-2,0,1,1,2,2,0,0,1,1,soldier,
408,1,0,-1,0,1,0,0,-1,0,1,-2,-2,0,0,0,1,0,actor,
409,2,2,2,1,1,-1,2,-2,1,0,0,0,-1,1,1,0,0,soldier,
410,2,2,-1,0,0,1,-1,-1,1,1,-2,1,-2,1,1,1,0,doctor,
411,2,0,-1,0,1,1,-2,0,1,0,-2,0,2,1,0,1,1,doctor,
412,0,1,-2,0,0,2,1,-1,1,1,-1,-1,-1,0,1,0,0,soldier,
413,1,-2,1,1,1,0,0,0,0,0,-2,0,-1,0,1,1,1,actor,
414,1,-1,1,1,0,1,-2,-1,0,0,0,2,1,1,1,1,0,actor,
415,1,1,-1,0,1,1,-1,-2,1,0,-2,-2,-2,0,1,0,0,soldier,
416,2,1,-2,0,1,2,2,2,0,1,-2,2,2,0,0,1,1,actor,
417,0,-2,2,1,0,-2,0,-1,1,0,2,2,0,1,0,1,1,soldier,
418,1,1,1,1,0,2,2,-1,1,1,1,1,2,1,1,1,0,soldier,
419,1,0,2,0,0,-2,-2,0,0,1,1,2,-1,1,1,1,0,doctor,
420,-2,2,1,1,1,1,2,0,1,0,-2,0,-2,1,0,1,1,actor,
421,0,-1,2,0,0,2,1,-2,1,0,-1,2,-1,0,1,0,0,soldier,
422,-1,-2,-1,1,0,-1,-1,1,0,1,2,2,2,1,0,0,1,doctor,
423,0,-1,0,1,0,2,2,1,1,0,-1,2,2,0,1,0,1,actor,
424,2,2,1,1,1,0,0,-2,0,1,-2,0,1,0,1,1,0,actor,
425,1,2,1,1,0,0,-2,0,0,0,1,-2,2,0,0,1,1,soldier,
426,-2,2,2,0,1,-2,1,-1,0,1,1,-2,-1,1,1,0,0,doctor,
427,-1,-2,-2,1,1,0,2,2,1,0,-1,-2,1,0,1,1,1,doctor,
428,-2,1,-1,1,0,-2,2,-1,0,1,1,2,2,0,0,0,1,doctor,
429,-2,0,-2,0,1,1,0,-1,1,1,1,0,-1,1,0,1,1,soldier,
430,1,0,1,1,1,-1,-1,-1,1,1,-1,2,1,0,1,0,1,doctor,
431,-2,-2,-2,0,1,-2,2,2,0,0,-1,0,-2,0,0,1,1,soldier,
432,-1,1,-2,1,1,1,-1,-1,1,1,-1,-1,0,1,0,0,0,doctor,
433,1,-1,0,1,0,1,1,0,0,1,-2,0,-1,1,1,0,1,actor,
434,0,0,0,0,0,0,-1,0,0,0,1,1,2,1,1,0,1,doctor,
435,1,1,0,1,1,-1,2,-2,1,1,-1,1,1,0,0,0,1,soldier,
436,-2,-1,-1,0,1,-1,-1,0,1,0,-2,1,1,1,1,1,1,doctor,
437,-2,-2,-2,1,0,-1,-2,-1,1,0,-1,0,1,1,1,0,0,actor,
438,2,0,0,0,0,-2,2,2,0,1,-1,2,-2,0,0,1,1,actor,
439,0,2,0,1,1,-2,-2,-1,1,1,0,1,2,1,1,0,1,doctor,
440,2,-1,-2,1,1,2,0,0,0,0,-1,0,-1,0,1,1,1,actor,
441,-1,0,0,0,1,-2,-1,-1,0,0,0,0,0,0,1,0,1,actor,
442,1,-2,-1,1,0,-1,-2,0,0,0,2,-1,2,1,1,0,1,doctor,
443,2,-2,-2,1,1,-1,-1,0,1,1,-1,2,-1,1,1,1,0,actor,
444,-2,1,2,1,1,-1,-2,-2,1,0,1,1,-2,0,1,0,1,doctor,
445,-1,0,-1,0,1,0,-1,1,0,1,-1,1,-1,1,0,1,1,doctor,
446,-2,2,0,1,0,2,0,-2,1,1,0,-1,-2,0,1,1,0,soldier,
447,0,-1,0,0,0,2,-1,-2,0,0,0,-1,0,0,0,1,0,actor,
448,2,-2,2,0,0,2,-1,-1,0,1,2,-2,-1,1,1,1,0,actor,
449,2,-1,0,0,0,1,2,2,0,0,1,2,0,1,1,0,0,actor,
450,2,-2,0,1,0,-2,-1,1,0,1,1,0,2,1,1,0,0,doctor,
451,-2,-2,1,0,0,-1,1,0,0,0,2,-1,-1,1,1,1,1,soldier,
452,-2,1,1,0,0,-1,2,0,1,1,1,0,-2,0,0,0,1,actor,
453,0,-1,-1,1,1,-1,1,1,0,0,0,0,-2,1,1,0,0,soldier,
454,-1,2,2,1,0,-1,0,-1,1,1,0,-2,0,0,0,0,1,actor,
455,0,2,1,1,0,2,-2,2,1,0,1,1,-1,1,0,0,0,actor,
456,2,1,-1,0,1,2,0,-1,1,0,-2,2,-1,1,1,1,0,actor,
457,1,2,-1,0,1,-2,1,2,1,1,-2,1,2,1,1,1,0,actor,
458,0,-2,-1,0,0,-2,-2,1,1,0,1,0,2,1,1,0,1,actor,
459,2,0,-1,0,0,0,2,1,1,1,2,1,-2,0,1,1,1,soldier,
460,-2,1,1,0,0,2,1,-2,1,1,1,1,-1,1,0,0,0,doctor,
461,1,2,0,0,0,0,2,0,0,1,-1,2,-1,1,0,0,0,soldier,
462,1,-2,-2,1,0,-1,2,2,1,0,0,-2,-1,1,1,0,0,doctor,
463,-2,-2,0,0,0,0,-1,0,1,1,-2,2,1,0,1,0,1,soldier,
464,2,2,2,0,1,-1,-2,-2,0,1,2,2,-2,1,1,0,0,actor,
465,-2,2,1,0,1,2,0,1,1,1,2,1,2,1,0,0,0,actor,
466,-1,2,0,1,1,0,-1,2,0,0,2,-2,2,0,0,1,1,doctor,
467,0,-1,-1,1,1,1,-1,0,1,1,0,1,0,0,0,1,1,actor,
468,-2,-1,1,1,0,-2,-1,-2,0,1,2,-1,2,0,1,1,0,doctor,
469,-2,-2,-1,0,1,1,-1,2,0,1,-2,-2,0,0,1,1,0,doctor,
470,-1,1,-2,0,0,2,0,-2,1,1,2,2,1,1,1,1,1,doctor,
471,2,2,1,0,1,2,2,-1,1,0,-2,1,2,0,0,1,1,actor,
472,2,2,0,0,1,-1,2,-2,1,0,-2,1,1,0,0,0,0,doctor,
473,1,0,1,0,1,-1,-2,1,0,0,-1,1,-1,1,0,1,1,doctor,
474,0,-2,2,1,1,-2,-2,2,0,1,0,-2,2,0,1,1,1,doctor,
475,2,2,2,0,1,1,1,2,1,1,2,2,-1,1,1,0,1,actor,
476,2,0,-1,0,0,1,1,1,0,0,2,-2,0,1,0,0,1,actor,
477,-1,0,-1,0,1,-1,0,-1,0,0,-1,-2,1,0,1,1,0,doctor,
478,-2,-1,2,1,0,2,1,2,0,0,1,1,2,0,1,1,1,soldier,
479,-2,-1,-1,0,0,-2,1,0,0,0,0,-1,2,1,1,0,1,actor,
480,-1,2,0,0,0,-1,-1,-2,0,0,0,0,-2,0,1,0,1,soldier,
481,-2,0,-1,1,1,-2,1,1,1,1,-2,1,0,1,0,0,1,doctor,
482,-2,-2,1,0,0,2,-1,1,0,1,0,2,1,1,0,0,1,doctor,
483,-1,2,-1,0,0,2,0,-2,1,0,-2,1,-1,0,0,0,0,actor,
484,-1,0,2,0,1,0,-1,0,1,0,-1,1,-2,0,0,1,1,actor,
485,2,1,2,1,0,1,2,1,0,0,-1,2,-2,1,1,1,1,doctor,
486,2,1,2,1,1,-1,2,0,1,0,0,1,2,1,0,0,1,doctor,
487,0,-1,-1,1,0,-2,-2,-1,1,0,2,-2,-1,0,1,1,0,actor,
488,-2,-1,1,0,1,-2,-1,-1,0,0,-2,2,-2,1,0,0,1,actor,
489,-1,-2,-2,0,1,1,-2,-2,0,1,-1,-1,-2,1,1,1,0,soldier,
490,2,1,2,0,0,0,2,-1,1,0,-1,1,0,1,0,0,0,actor,
491,1,-2,1,1,1,-2,2,1,0,0,2,1,2,0,1,0,1,actor,
492,-1,-2,0,1,0,1,-2,-1,1,0,2,-2,2,1,0,0,0,actor,
493,-1,-1,0,0,1,1,-2,1,1,0,0,1,0,1,1,1,1,actor,
494,1,2,-2,1,0,1,-1,2,1,0,1,1,-2,0,0,0,0,doctor,
495,1,0,1,0,1,0,-2,2,1,1,0,-1,-2,1,1,0,0,actor,
496,0,2,0,0,0,0,2,0,1,1,1,1,2,0,0,0,0,soldier,
497,2,-2,-2,1,1,2,-1,1,1,0,-2,0,0,1,0,0,0,actor,
498,2,1,0,1,1,1,2,1,0,1,2,-2,-1,0,0,0,0,doctor,
499,-1,-2,-2,1,1,1,0,-2,1,1,2,-2,-1,0,1,1,1,actor,
500,-2,1,-2,1,1,1,1,2,1,0,1,-2,1,1,1,1,1,soldier,
501,0,2,-1,1,0,0,-1,-2,1,0,-1,-1,-1,0,1,0,1,doctor,
502,1,1,1,0,0,-2,0,1,0,1,-1,2,0,1,0,0,0,actor,
503,1,-2,0,1,1,-1,-2,-2,0,0,2,-2,-1,0,1,0,0,soldier,
504,-1,0,1,0,1,1,2,1,1,1,-2,-1,-1,0,0,0,1,soldier,
505,-1,1,-1,1,1,-2,-1,0,1,0,-1,1,0,1,0,0,1,soldier,
506,-1,-2,0,1,1,-2,-1,1,0,1,-1,-2,-1,1,1,1,0,doctor,
507,1,1,-2,0,1,1,-2,2,1,0,-1,2,-2,1,0,0,1,soldier,
508,-2,-1,1,1,1,0,-2,-1,1,0,-1,-1,1,1,0,0,1,soldier,
509,1,1,0,1,0,-1,0,-1,0,0,-2,0,2,0,0,1,1,soldier,
510,1,1,1,1,1,-2,2,1,1,1,-1,-2,1,0,0,0,1,doctor,
511,2,0,-2,0,1,-2,2,-2,0,1,2,-2,-1,0,0,1,0,soldier,
512,-2,-1,0,0,0,-1,0,0,1,0,1,-2,-1,0,0,0,1,actor,
513,-1,0,-1,0,1,2,0,1,1,1,-2,-2,2,1,1,0,0,soldier,
514,2,-1,2,1,1,-2,-2,-2,0,0,-1,-1,1,0,1,0,1,doctor,
515,0,-1,0,1,0,-2,-1,0,0,1,-2,-2,1,0,1,0,1,doctor,
516,2,-1,2,1,1,-1,0,-1,0,1,2,0,-1,0,1,1,1,soldier,
517,-2,1,-2,0,1,-1,2,0,0,1,0,0,-2,1,0,1,0,doctor,
518,0,-2,-2,0,0,2,0,0,1,0,1,1,2,0,0,0,1,actor,
519,2,2,-1,1,1,-1,2,1,0,0,-1,-1,-2,0,1,1,0,actor,
520,2,-1,-1,1,0,-1,-1,2,1,0,1,-2,2,0,0,1,0,doctor,
521,0,2,0,1,1,-1,2,1,1,0,0,2,0,0,0,1,0,doctor,
522,0,1,1,0,1,0,2,1,0,0,-2,-1,-1,0,1,1,1,actor,
523,2,1,1,0,1,1,0,-2,0,0,2,0,2,1,0,0,0,actor,
524,-2,-2,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,doctor,
525,1,-1,1,1,1,-2,-1,-1,0,0,-2,-1,1,1,0,0,1,actor,
526,0,-2,0,1,1,-2,2,0,1,1,2,0,2,1,0,1,1,soldier,
527,1,-1,0,1,0,1,-2,1,0,0,-2,-1,0,1,1,1,0,doctor,
528,0,2,1,1,0,-2,-1,2,0,1,1,2,-1,1,0,1,0,soldier,
529,0,2,-2,0,1,2,1,-2,1,1,-1,1,-2,1,0,1,1,actor,
530,0,1,2,0,0,-1,0,-2,0,0,-1,-2,-1,1,1,0,1,actor,
531,-2,0,-2,1,1,-2,-2,-1,0,1,1,2,1,1,0,0,1,actor,
532,1,-2,0,1,1,2,0,-1,0,1,1,0,-1,1,1,0,1,actor,
533,-1,1,2,1,0,1,0,-1,0,0,-1,0,0,1,0,0,1,doctor,
534,0,-2,1,0,1,1,-1,0,0,0,1,2,-2,0,0,0,1,soldier,
535,-2,2,0,0,0,2,0,2,1,1,-2,0,-2,0,1,0,0,actor,
536,0,1,1,0,1,2,-2,2,1,0,-2,-2,-2,0,0,0,1,doctor,
537,-1,0,-2,0,1,2,2,2,0,0,0,-2,-2,1,1,0,0,actor,
538,-2,2,0,0,1,-1,0,-2,0,0,-2,2,2,0,0,1,0,actor,
539,-2,1,1,1,1,0,2,2,0,0,-2,0,0,0,1,1,1,doctor,
540,1,-2,-2,1,0,-2,1,-1,0,0,2,0,-2,1,1,1,1,soldier,
541,2,0,0,1,0,-1,-2,-2,1,0,-2,0,-1,1,0,0,0,doctor,
542,-1,0,0,0,0,0,-2,-1,0,0,-1,-1,-2,0,1,1,0,soldier,
543,-2,-2,0,0,0,-1,0,1,1,1,1,0,-1,1,0,1,1,actor,
544,1,-2,0,0,0,-1,2,-2,0,1,-1,0,1,0,1,0,1,actor,
545,-1,0,-1,1,1,-2,-1,-1,1,1,-1,2,2,1,1,0,1,doctor,
546,2,2,-2,1,0,2,2,-1,1,1,2,1,1,0,1,1,1,doctor,
547,0,-2,1,0,0,-2,2,1,1,0,-1,1,0,0,0,0,1,doctor,
548,0,2,-2,0,0,1,0,-2,0,0,2,-1,1,0,1,0,0,actor,
549,0,-2,1,1,1,0,2,-2,1,0,2,-2,-2,1,1,0,1,doctor,
550,1,0,0,1,1,-2,-2,-1,0,1,0,-1,2,0,0,0,0,soldier,
551,1,0,-1,1,1,0,-1,1,0,0,2,2,-1,1,0,1,0,actor,
552,-2,0,-1,0,0,1,2,1,0,0,-2,-2,2,0,1,1,1,doctor,
553,2,-1,1,1,0,2,2,2,1,1,2,1,-1,1,1,0,1,soldier,
554,-2,0,-2,0,0,-2,1,1,0,1,0,1,-1,0,0,0,1,actor,
555,2,-2,0,0,0,-2,-1,1,1,0,2,0,0,0,0,1,1,soldier,
556,1,0,0,0,0,0,2,1,0,1,-1,0,0,1,1,0,0,actor,
557,-2,2,2,1,1,-2,2,0,1,1,-2,1,0,1,1,1,0,soldier,
558,-1,2,2,1,0,0,1,2,1,0,2,-1,1,0,0,1,1,soldier,
559,-2,2,2,0,1,1,1,-2,1,0,-2,2,2,0,1,0,0,actor,
560,0,1,0,0,1,0,0,-2,0,0,0,1,-2,1,1,0,0,actor,
561,2,2,1,0,1,0,-2,-1,0,1,-1,-1,1,1,0,1,1,soldier,
562,2,-2,2,0,0,2,-2,-1,1,0,1,-1,-1,0,1,1,1,actor,
563,-1,1,1,1,0,0,2,-2,1,1,1,2,1,1,1,1,0,doctor,
564,-1,1,2,0,1,2,-1,-2,0,1,2,-2,1,0,1,0,0,doctor,
565,0,-1,-1,0,0,-2,1,-2,0,0,2,0,2,0,0,0,0,soldier,
566,2,-2,-2,0,1,0,-1,-2,0,1,-1,2,-2,1,0,1,1,actor,
567,1,2,2,0,0,1,0,-2,0,1,1,-2,0,0,1,0,1,doctor,
568,1,2,-2,1,0,0,0,-1,1,1,-2,2,2,0,1,0,0,actor,
569,2,0,-2,0,1,0,-2,-1,0,0,2,-1,2,0,1,0,1,soldier,
570,-2,1,0,0,0,-1,1,0,1,1,1,-1,1,0,0,1,1,soldier,
571,-2,2,-1,0,1,2,0,-1,1,0,0,2,-2,0,1,1,1,soldier,
572,0,1,0,1,0,2,-1,0,0,0,-1,1,2,1,1,1,0,soldier,
573,1,-2,2,0,0,1,2,2,0,0,-1,-2,-1,1,1,1,0,soldier,
574,1,-2,0,1,1,0,2,2,0,1,-2,-2,-1,0,1,1,0,soldier,
575,0,0,0,1,0,0,-2,-2,0,0,-1,-1,1,0,1,1,0,soldier,
576,1,-2,1,1,1,-2,-2,-2,1,0,-2,2,0,1,1,1,1,doctor,
577,0,0,-2,1,0,-2,-1,1,0,0,2,1,0,0,1,1,1,soldier,
578,-2,2,-2,1,1,1,1,0,0,0,-2,0,-1,0,1,0,1,soldier,
579,-1,-1,-2,1,1,-2,-2,0,1,1,2,0,0,0,1,1,0,soldier,
580,2,0,1,1,1,2,-1,0,0,1,1,-2,0,1,0,1,0,soldier,
581,2,0,-1,0,1,1,-1,-2,0,1,0,-1,1,1,1,0,0,soldier,
582,-2,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,actor,
583,1,-1,1,1,0,-2,0,2,1,1,2,-2,1,0,1,0,0,actor,
584,0,1,-2,1,0,1,2,-1,1,1,-2,-2,1,1,1,1,0,actor,
585,1,-1,1,0,1,2,2,-1,1,1,2,-1,-2,0,1,1,1,actor,
586,0,-2,2,1,1,-1,0,0,1,0,-2,0,0,0,0,1,1,actor,
587,-1,-1,-2,1,0,-1,0,0,1,0,-1,-1,1,0,0,0,1,doctor,
588,1,-1,-1,0,1,1,-1,-1,1,0,2,2,-2,0,0,0,0,soldier,
589,1,-2,1,0,1,-1,0,2,1,0,0,-2,0,0,0,1,1,doctor,
590,0,-2,-2,1,0,-1,0,-2,1,0,0,2,-1,0,1,0,1,soldier,
591,2,1,2,0,0,0,0,2,1,0,2,2,2,1,0,1,1,soldier,
592,2,1,0,1,1,-2,-1,0,1,0,1,2,2,0,0,0,1,actor,
593,-2,-2,-2,0,1,-2,0,-1,1,1,1,-2,2,0,1,1,1,doctor,
594,2,1,2,1,1,2,1,0,1,1,-1,1,-1,0,0,1,0,doctor,
595,1,2,0,0,0,-2,0,1,1,1,2,1,1,0,0,1,0,soldier,
596,-1,2,2,0,1,-2,2,0,0,0,-1,0,-2,1,0,1,1,doctor,
597,1,1,-1,0,0,1,2,-1,1,0,2,2,0,0,0,0,0,soldier,
598,2,-1,-2,0,0,1,-2,1,0,1,-2,-1,-2,0,1,0,1,doctor,
599,-2,0,2,1,0,1,1,2,1,0,-1,-1,0,1,0,1,0,actor,
600,0,0,0,0,1,-1,-1,2,0,0,-2,-2,-2,1,0,0,0,actor,
601,1,-2,2,1,1,0,2,-1,1,0,1,-1,-2,0,1,0,1,soldier,
602,0,2,2,0,1,-1,2,1,0,0,1,2,0,0,0,0,1,soldier,
603,2,2,-1,0,0,-2,-2,-1,1,0,2,2,2,0,0,1,1,actor,
604,1,-1,1,1,0,-1,2,2,0,1,-2,-2,0,0,0,1,1,soldier,
605,-2,-2,-1,0,1,-2,0,1,1,1,2,1,1,1,0,1,0,actor,
606,0,2,0,1,1,2,-2,-1,1,0,0,1,0,0,0,0,1,doctor,
607,1,-1,-1,0,1,-1,0,-2,1,1,-1,2,-2,1,1,1,0,doctor,
608,0,1,0,1,1,-2,-1,2,0,1,0,0,1,0,1,1,0,actor,
609,2,2,1,0,0,2,1,-2,1,1,2,2,-1,0,0,0,1,actor,
610,-1,-1,-2,1,0,0,2,1,1,1,0,-2,2,0,1,1,1,soldier,
611,-1,-1,-1,0,0,-2,2,0,0,1,-2,-1,-2,0,1,1,1,doctor,
612,1,0,1,1,0,0,-1,0,1,0,-1,0,1,0,1,1,1,actor,
613,1,-2,1,1,1,-2,-1,1,1,0,-2,-1,2,1,0,0,1,doctor,
614,0,1,-1,1,0,2,1,0,0,0,-2,-2,-2,0,0,0,0,doctor,
615,2,1,-2,1,1,2,-2,1,0,1,-1,2,2,1,1,0,1,soldier,
616,-2,2,1,0,0,-1,0,2,1,1,1,-1,-1,0,0,1,0,actor,
617,-2,0,1,1,0,-2,1,0,1,1,-2,2,2,0,0,1,0,actor,
618,-2,-1,1,1,1,-1,1,2,0,0,-1,-1,0,0,1,1,0,soldier,
619,1,0,-1,1,1,2,-2,2,0,0,-1,1,-2,1,1,0,1,doctor,
620,2,-2,1,0,0,-1,-2,1,0,0,0,0,0,0,1,0,0,soldier,
