,char_acting_health,char_acting_knowledge,char_acting_altruism,char_acting_ambition,char_acting_support,char_acting_money,char_acting_satisfaction,char_acting_state,char_acting_relation_char1,char_acting_supports_char1,char_acting_relation_char2,char_acting_supports_char2,char1_health,char1_knowledge,char1_altruism,char1_ambition,char1_support,char1_money,char1_satisfaction,char1_state,char1_relation_char_acting,char1_supports_char_acting,char1_relation_char2,char1_supports_char2,char2_health,char2_knowledge,char2_altruism,char2_ambition,char2_support,char2_money,char2_satisfaction,char2_state,char2_relation_char_acting,char2_supports_char_acting,char2_relation_char1,char2_supports_char1,ship_defense,ship_status,ship_magic,results,time
104,1,2,2,0,0,1,0,?,-1,0,0,0,0,2,1,0,0,0,0,blocked,1,0,-2,1,0,1,0,4,0,1,0,blocked,1,0,1,1,-1,1,0,"change_ship_magic_up(char_acting) key_action3(char_acting)
",1.2576804161071777
105,2,2,-2,0,0,0,0,hidden,-2,0,0,0,2,2,1,4,1,0,0,?,-1,1,-1,0,1,0,-2,0,1,0,0,?,0,1,2,1,-1,0,1,"change_ship_status_up(char_acting) key_action3(char_acting)
",1.3690910339355469
106,1,0,2,4,1,0,0,?,2,0,-1,0,2,2,-2,1,1,0,0,hidden,-1,0,0,0,1,0,-2,0,0,0,0,hidden,0,1,-1,0,1,0,0,"change_health_up(char_acting, char_acting) change_health_up(char_acting, char_acting) key_action2(char_acting)
",1.692039966583252
107,0,0,2,4,1,0,0,hidden,-1,0,0,0,2,1,1,3,0,1,0,blocked,0,0,-1,0,1,1,-1,1,0,0,0,blocked,-1,0,-2,0,-1,0,1,"No solution exists.
",0.9380695819854736
108,1,1,0,0,1,0,0,blocked,1,0,-2,0,0,2,2,1,0,0,0,?,-2,0,2,1,1,2,2,1,0,0,0,hidden,-2,0,-1,0,-1,1,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.295804500579834
109,2,2,-2,4,1,0,0,?,1,1,-2,0,2,2,-1,1,0,0,0,blocked,2,1,-1,0,1,2,0,2,0,0,0,?,2,1,-1,0,0,-1,-1,"key_action2(char_acting)
",1.1962871551513672
110,2,1,-1,1,1,1,0,?,2,0,-1,1,1,2,1,0,1,1,0,?,-1,0,-1,0,2,0,2,1,0,0,0,blocked,-1,0,2,0,1,-1,1,"change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.8354055881500244
111,0,1,-1,4,0,1,0,hidden,-1,1,1,1,2,0,2,2,1,1,0,?,1,0,-2,0,0,0,1,2,1,1,0,?,-2,0,0,0,0,1,1,"No solution exists.
",0.9403781890869141
112,1,2,-1,1,1,0,0,?,2,1,0,1,1,2,1,2,0,1,0,?,-2,0,1,0,2,2,0,4,1,1,0,blocked,0,1,-2,1,-1,1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.2652947902679443
113,2,1,1,0,0,0,0,hidden,-2,0,-2,1,2,2,-2,0,1,1,0,?,2,1,0,0,1,2,-2,0,0,1,0,hidden,-2,0,1,1,0,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.3140506744384766
114,1,0,-2,0,1,0,0,blocked,1,0,2,0,0,2,-2,3,1,1,0,?,2,1,1,1,1,0,0,2,0,1,0,?,-2,1,-1,0,1,-1,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.1612136363983154
115,0,0,1,1,0,0,0,hidden,2,0,2,1,1,1,-1,2,1,0,0,hidden,-1,0,0,1,0,0,-1,4,0,0,0,blocked,0,1,1,0,0,0,-1,"No solution exists.
",0.9539153575897217
116,0,2,2,3,0,1,0,blocked,-2,0,2,1,1,2,2,2,0,1,0,?,-2,0,-2,0,2,0,0,1,0,0,0,blocked,0,1,-2,0,0,-1,0,"No solution exists.
",0.8561277389526367
117,1,0,-1,0,1,0,0,blocked,2,0,2,1,1,0,-2,1,1,1,0,hidden,-1,0,-2,1,2,0,0,3,1,1,0,blocked,1,0,-1,0,0,0,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",0.9300048351287842
118,1,2,2,1,0,1,0,hidden,-2,0,0,1,1,0,1,4,1,0,0,?,2,0,-2,0,2,1,1,4,0,0,0,hidden,0,0,2,1,1,0,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.2333872318267822
119,2,1,-1,2,0,1,0,blocked,-2,1,2,1,2,1,2,2,1,1,0,hidden,0,1,1,1,1,0,1,2,1,1,0,?,0,0,-2,1,-1,0,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.3762657642364502
120,2,0,0,0,0,0,0,blocked,-2,0,-1,1,0,2,2,4,0,1,0,hidden,-2,1,0,1,0,1,0,1,1,1,0,blocked,-1,1,2,1,-1,0,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.1874072551727295
121,0,2,1,3,0,1,0,?,-2,1,0,0,1,1,-2,2,0,0,0,?,-2,1,1,1,2,0,-2,2,1,0,0,blocked,-1,0,1,1,-1,-1,-1,"No solution exists.
",0.976346492767334
122,1,0,-1,3,1,1,0,blocked,2,0,-2,0,2,1,1,4,0,0,0,hidden,-2,0,2,1,2,2,2,0,1,1,0,hidden,1,1,0,0,1,0,1,"unblock_yourself(char_acting) change_health_up(char_acting, char_acting) change_health_up(char_acting, char_acting) change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.1700828075408936
123,2,1,-1,4,0,1,0,hidden,2,0,-1,1,1,0,2,4,1,0,0,?,-1,0,-1,0,2,1,1,0,1,0,0,hidden,1,1,0,0,-1,0,-1,"change_knowledge_up(char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.1759610176086426
124,1,0,0,2,1,0,0,hidden,2,1,2,1,1,0,-1,2,1,1,0,hidden,-2,1,-2,1,0,1,2,1,0,0,0,hidden,-2,1,2,1,0,1,0,"change_ship_magic_up(char_acting) key_action3(char_acting)
",1.5895919799804688
125,0,0,1,0,0,1,0,blocked,2,1,-2,0,0,0,1,1,1,0,0,?,1,1,1,1,0,2,1,0,0,0,0,hidden,-1,1,-1,1,-1,1,-1,"No solution exists.
",1.560842514038086
126,2,0,2,4,0,1,0,blocked,-2,1,-2,0,0,2,0,1,0,1,0,?,2,1,-2,1,2,0,-2,4,0,0,0,blocked,-2,1,2,0,0,1,1,"Time limit reached.
",6.467483758926392
127,0,0,-1,4,1,1,0,hidden,0,1,1,1,0,2,-2,0,1,0,0,blocked,2,1,2,0,2,1,-2,0,1,0,0,?,2,0,0,0,-1,-1,0,"No solution exists.
",0.7212469577789307
128,0,2,-2,1,0,0,0,blocked,2,1,1,1,0,0,0,1,0,0,0,?,0,1,0,1,1,1,1,4,1,1,0,blocked,2,1,0,0,-1,1,1,"No solution exists.
",0.7584919929504395
129,0,2,-2,0,0,0,0,blocked,-2,1,-1,0,2,2,-1,3,1,1,0,hidden,-2,1,1,0,0,0,-2,1,0,1,0,?,1,1,-1,1,-1,-1,0,"No solution exists.
",0.7907247543334961
130,0,1,-2,2,0,1,0,?,-1,1,-2,0,0,1,1,1,1,1,0,?,0,0,1,0,1,2,0,4,0,1,0,?,-1,1,-1,1,-1,1,0,"No solution exists.
",0.7589259147644043
131,2,0,-2,2,1,0,0,blocked,0,0,1,0,2,1,1,2,0,1,0,?,2,1,1,1,2,1,0,2,1,0,0,blocked,2,0,-2,0,1,1,1,"unblock_yourself(char_acting) key_action3(char_acting)
",0.8307702541351318
132,2,0,-2,4,0,0,0,blocked,0,1,-1,0,0,1,-2,0,0,1,0,hidden,2,0,-2,1,0,2,-2,1,0,1,0,?,2,0,-1,0,-1,1,1,"unblock_yourself(char_acting) hide(char_acting) change_health_up(char_acting, char_acting) change_knowledge_up(char_acting) key_action2(char_acting)
",5.763737440109253
133,1,2,-2,1,0,1,0,hidden,1,0,1,0,2,1,-2,1,0,0,0,hidden,2,1,2,1,2,0,1,2,0,0,0,hidden,-2,0,0,0,1,-1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.5624372959136963
134,0,1,-1,4,0,0,0,blocked,-2,0,-1,1,1,0,0,1,1,0,0,?,-2,1,2,0,0,1,-1,2,1,1,0,blocked,0,1,0,1,0,0,0,"No solution exists.
",1.1051104068756104
135,2,1,1,0,1,0,0,hidden,-1,0,1,1,2,0,2,3,1,1,0,blocked,-2,0,1,0,1,2,1,2,0,1,0,?,2,1,0,0,-1,-1,1,"change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",2.2456231117248535
136,1,2,0,2,1,1,0,blocked,-1,0,1,1,1,0,2,2,1,0,0,blocked,-1,0,0,1,0,0,1,1,0,0,0,blocked,2,1,1,0,-1,0,-1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.5955445766448975
137,1,0,2,1,1,0,0,blocked,1,1,1,0,1,2,-2,3,0,0,0,blocked,2,0,-2,1,0,2,-2,0,0,0,0,hidden,0,0,2,0,-1,1,1,"unblock_yourself(char_acting) key_action3(char_acting)
",1.3661367893218994
138,1,2,0,4,1,0,0,hidden,-1,0,0,0,0,1,2,3,1,0,0,blocked,2,1,1,0,0,2,-2,3,1,1,0,hidden,2,0,1,0,1,0,1,"Time limit reached.
",6.90444540977478
139,0,0,0,3,1,1,0,blocked,0,1,-1,1,2,2,-2,1,1,0,0,blocked,0,1,0,1,1,0,-1,3,1,0,0,?,0,0,0,1,0,1,1,"No solution exists.
",0.9181206226348877
140,0,1,-1,3,0,1,0,hidden,2,1,2,1,2,0,-1,4,0,0,0,hidden,2,0,1,1,1,2,0,3,0,1,0,blocked,2,0,1,0,0,1,0,"No solution exists.
",0.9823791980743408
141,0,1,1,3,1,0,0,blocked,1,1,0,0,0,0,-2,1,1,1,0,?,2,1,1,0,0,0,-1,4,1,1,0,hidden,-2,0,2,0,0,1,-1,"No solution exists.
",0.9873132705688477
142,2,1,2,3,0,1,0,blocked,-1,0,2,0,0,1,0,1,1,0,0,hidden,0,1,2,1,1,0,0,3,1,1,0,blocked,-1,1,0,1,-1,-1,-1,"unblock_yourself(char_acting) change_health_up(char_acting, char_acting) change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.5416457653045654
143,0,2,-2,2,0,0,0,blocked,0,1,1,1,0,1,0,4,0,0,0,hidden,0,0,2,0,2,1,2,3,0,1,0,hidden,0,0,0,1,1,0,-1,"No solution exists.
",0.8549010753631592
144,2,2,-2,1,1,1,0,blocked,-2,0,2,1,1,0,1,3,1,0,0,hidden,0,1,1,0,2,0,1,2,0,1,0,hidden,0,1,-2,0,0,0,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.1549029350280762
145,2,0,0,2,0,1,0,?,0,1,2,1,1,1,0,1,1,0,0,blocked,0,1,0,0,2,1,-1,1,0,0,0,blocked,2,0,-1,0,1,-1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.9694609642028809
146,0,2,1,0,1,1,0,?,2,1,-2,1,0,2,1,3,1,0,0,blocked,0,1,-2,1,0,0,-1,1,1,0,0,?,-1,1,0,0,-1,-1,0,"No solution exists.
",1.0925757884979248
147,1,1,1,4,1,1,0,blocked,1,0,0,0,0,0,-1,3,1,1,0,?,1,0,-2,0,2,0,1,3,1,1,0,hidden,0,0,-1,0,0,-1,1,"unblock_yourself(char_acting) key_action2(char_acting)
",1.0523719787597656
148,2,1,0,0,1,0,0,hidden,1,0,0,0,0,0,-1,4,1,0,0,blocked,-2,0,-2,0,2,0,1,1,0,1,0,blocked,1,0,-1,1,0,-1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.4353768825531006
149,1,1,1,3,1,0,0,blocked,-2,1,1,1,1,0,0,3,1,0,0,blocked,-2,1,0,0,1,2,0,0,0,1,0,blocked,1,1,0,0,1,-1,1,"unblock_yourself(char_acting) change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.2622017860412598
150,0,1,-1,4,1,0,0,hidden,0,1,1,1,2,0,0,4,0,0,0,hidden,2,1,-1,0,1,0,-1,2,0,0,0,hidden,2,0,-2,1,-1,-1,0,"No solution exists.
",1.1093642711639404
151,0,0,-2,0,0,0,0,blocked,-2,0,2,0,1,1,-1,2,1,0,0,?,0,1,2,1,2,0,1,0,1,0,0,blocked,0,0,0,1,-1,-1,0,"No solution exists.
",1.094350814819336
152,0,0,0,1,1,1,0,?,-1,0,-1,1,2,0,0,0,0,0,0,blocked,1,0,1,1,0,2,2,2,1,1,0,?,-2,0,-1,0,1,-1,1,"No solution exists.
",1.0243606567382812
153,1,2,2,1,1,0,0,blocked,2,0,1,1,1,1,-2,4,1,1,0,blocked,2,1,2,0,0,1,1,3,1,0,0,blocked,1,1,-1,1,-1,1,-1,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.7659671306610107
154,0,1,-1,1,0,1,0,hidden,1,1,-1,0,2,1,-2,4,1,0,0,blocked,0,0,1,0,2,0,0,1,1,0,0,blocked,-2,1,-2,1,1,0,1,"No solution exists.
",1.1864802837371826
155,0,0,0,3,0,1,0,?,2,0,1,0,2,2,-2,0,1,1,0,blocked,-2,1,-1,1,0,2,-2,2,0,0,0,hidden,2,0,-2,1,1,1,-1,"No solution exists.
",1.0291142463684082
156,2,1,-1,1,0,1,0,?,-1,1,1,0,1,2,-1,3,0,0,0,hidden,1,0,0,1,2,0,2,0,0,0,0,?,-2,0,-1,0,1,0,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.256699800491333
157,1,2,-2,1,1,0,0,?,-2,0,2,1,2,2,1,4,0,0,0,?,1,0,-1,0,2,1,0,4,0,1,0,hidden,-2,1,-1,0,0,1,0,"change_ship_magic_up(char_acting) key_action3(char_acting)
",1.0970864295959473
158,1,1,-2,2,1,1,0,blocked,-1,1,1,1,2,0,1,4,1,1,0,blocked,-1,1,-2,1,0,0,-2,3,1,1,0,?,2,1,1,1,1,0,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.3240125179290771
159,2,0,-1,0,1,1,0,blocked,0,1,2,0,2,0,-1,4,0,1,0,hidden,1,0,1,0,0,0,1,1,1,0,0,hidden,-2,1,-2,0,1,1,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.1667795181274414
160,2,1,-2,4,1,1,0,?,-2,0,0,0,0,0,1,1,0,1,0,blocked,-1,0,1,0,2,2,1,0,0,1,0,?,2,1,-2,1,-1,-1,0,"key_action2(char_acting)
",1.2107434272766113
161,0,2,2,1,1,1,0,?,0,1,2,1,0,0,2,4,0,0,0,blocked,-1,0,1,0,2,2,1,3,0,0,0,hidden,-1,1,2,1,1,-1,1,"No solution exists.
",1.1929168701171875
162,2,2,2,0,0,0,0,?,0,1,-1,1,0,0,-2,1,1,0,0,hidden,-2,0,-1,1,2,2,-2,1,1,0,0,blocked,-1,1,1,1,-1,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.6633071899414062
163,1,1,2,1,1,0,0,hidden,-1,1,0,1,1,0,0,1,1,1,0,?,-1,0,-1,0,0,1,-1,3,1,0,0,?,-1,0,0,0,0,1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.429635763168335
164,2,0,-2,0,1,1,0,blocked,2,0,-1,0,0,0,2,3,1,0,0,?,2,0,0,1,1,0,-1,0,1,0,0,hidden,-2,1,2,1,-1,0,-1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.289200782775879
165,2,1,1,2,0,0,0,?,0,1,1,1,0,1,0,4,1,0,0,?,2,1,2,0,1,0,-2,0,1,0,0,blocked,-1,0,2,1,-1,1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.3378593921661377
166,1,1,0,4,1,0,0,hidden,2,1,2,1,0,0,0,2,1,1,0,hidden,1,1,-1,0,0,0,-2,3,0,0,0,?,2,0,-2,1,0,1,1,"key_action2(char_acting)
",0.9043793678283691
167,0,1,2,2,0,0,0,?,1,1,2,0,2,1,-1,0,1,0,0,hidden,0,0,1,1,2,1,1,3,1,1,0,?,2,1,2,1,0,1,0,"No solution exists.
",0.8032088279724121
168,0,1,1,2,1,0,0,hidden,-2,1,-1,0,2,2,-2,0,0,1,0,?,-2,1,1,0,1,2,-1,4,1,1,0,?,2,1,2,0,0,-1,1,"No solution exists.
",1.026400089263916
169,2,1,-1,2,0,0,0,hidden,0,1,-2,0,0,0,-1,4,0,1,0,blocked,0,1,2,0,2,0,0,3,1,0,0,?,0,0,0,0,-1,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.832322597503662
170,0,0,2,2,0,0,0,blocked,-2,0,2,0,2,1,-1,2,0,1,0,?,2,0,1,0,1,2,-1,2,0,1,0,hidden,0,1,0,1,0,-1,-1,"No solution exists.
",1.0645983219146729
171,2,2,1,3,0,1,0,hidden,-2,1,0,0,1,0,0,1,0,0,0,hidden,2,1,2,0,2,2,2,0,1,0,0,blocked,-2,1,0,0,0,0,0,"change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.1209523677825928
172,2,2,1,1,0,1,0,?,2,0,-1,1,2,0,2,3,1,1,0,blocked,-2,1,-2,0,0,0,-1,1,0,1,0,?,0,1,1,1,0,0,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.556236982345581
173,2,2,2,1,0,0,0,blocked,-2,0,-1,1,0,2,-1,1,1,1,0,?,2,0,-1,1,1,0,-1,0,0,1,0,?,0,0,-2,0,-1,1,-1,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.930396556854248
174,0,1,-1,3,1,0,0,blocked,-1,0,-1,1,2,2,-2,2,0,1,0,hidden,1,0,2,1,0,0,1,1,1,1,0,hidden,-1,0,2,0,0,-1,0,"No solution exists.
",1.2019388675689697
175,0,2,-2,3,1,0,0,?,2,0,0,1,0,0,2,3,0,0,0,blocked,2,0,-2,0,2,2,1,0,1,0,0,blocked,-2,1,1,1,1,1,1,"No solution exists.
",0.8872175216674805
176,2,1,-1,4,0,1,0,blocked,0,1,2,1,1,2,-1,4,0,1,0,hidden,0,1,0,1,2,2,-1,0,1,0,0,?,-1,1,-2,0,-1,1,-1,"unblock_yourself(char_acting) change_health_up(char_acting, char_acting) key_action2(char_acting)
",1.1379926204681396
177,2,1,0,2,0,1,0,?,-1,0,-1,0,2,1,-1,0,1,1,0,blocked,1,0,1,0,1,0,-1,2,0,0,0,hidden,1,1,0,1,-1,-1,1,"change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.7238729000091553
178,0,2,2,4,0,0,0,blocked,-1,1,-1,0,1,0,1,0,0,1,0,?,-1,0,0,0,1,0,0,0,1,1,0,?,0,0,-2,0,-1,-1,0,"No solution exists.
",1.2679996490478516
179,1,1,1,2,0,0,0,hidden,-2,1,-1,1,1,0,1,1,1,0,0,hidden,0,1,2,0,0,0,0,0,0,1,0,?,-2,1,-1,1,-1,0,1,"change_ship_status_up(char_acting) key_action3(char_acting)
",1.5142230987548828
180,0,2,0,4,1,0,0,blocked,0,1,-1,1,1,2,2,2,1,1,0,?,1,1,2,0,2,1,1,2,0,0,0,blocked,2,0,0,0,0,0,-1,"No solution exists.
",1.2160141468048096
181,1,2,-2,1,0,1,0,?,1,1,-2,0,2,2,-2,2,0,0,0,blocked,2,0,-2,0,1,1,-2,3,1,0,0,blocked,0,0,1,1,0,1,1,"key_action3(char_acting)
",1.2174506187438965
182,2,2,2,0,0,1,0,hidden,0,1,1,1,0,1,1,3,0,1,0,hidden,2,0,-1,0,2,2,0,3,1,0,0,blocked,2,1,1,1,0,0,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.1065890789031982
183,0,2,1,2,1,1,0,?,0,1,0,0,1,1,-1,3,0,0,0,hidden,2,0,0,1,0,0,1,1,1,1,0,blocked,0,1,-2,0,-1,1,1,"No solution exists.
",0.9408891201019287
184,0,1,-2,2,1,1,0,hidden,-1,0,0,0,2,1,0,2,0,1,0,blocked,-1,0,-2,0,1,0,2,4,0,0,0,?,-2,1,-2,1,-1,-1,0,"No solution exists.
",0.9801428318023682
185,0,0,2,0,0,1,0,hidden,1,0,-1,0,2,1,2,4,1,1,0,blocked,1,1,1,1,0,2,-1,0,1,1,0,blocked,0,1,2,0,-1,1,-1,"No solution exists.
",1.0464441776275635
186,0,2,1,1,1,0,0,?,2,0,-2,0,0,0,-1,4,1,0,0,hidden,2,1,-2,0,1,0,-1,0,0,1,0,hidden,-1,0,-2,1,1,-1,0,"No solution exists.
",1.0852165222167969
187,2,1,1,2,0,0,0,hidden,1,0,2,0,0,0,0,2,1,1,0,blocked,0,0,-1,1,1,2,1,4,0,1,0,blocked,0,1,0,1,-1,0,1,"change_ship_status_up(char_acting) key_action3(char_acting)
",1.1827483177185059
188,1,2,0,4,0,1,0,blocked,-1,1,-2,1,0,0,1,2,0,0,0,blocked,-1,1,1,0,1,0,-2,2,1,1,0,?,0,0,0,1,-1,-1,0,"unblock_yourself(char_acting) change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.153956413269043
189,2,1,1,4,0,0,0,?,2,1,-2,0,0,0,-1,3,0,1,0,hidden,-1,0,-1,1,0,0,-2,4,1,0,0,?,1,0,1,0,0,-1,0,"Time limit reached.
",6.0457093715667725
190,1,1,1,2,0,1,0,blocked,2,1,0,1,2,0,0,3,0,1,0,hidden,1,0,0,0,0,1,-2,0,1,0,0,blocked,0,1,-2,1,1,1,-1,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.2635736465454102
191,1,0,1,4,1,1,0,hidden,-2,0,-1,1,2,1,-2,2,1,1,0,blocked,2,0,-2,1,1,0,2,1,1,1,0,?,0,1,-2,0,-1,-1,-1,"change_knowledge_up(char_acting) key_action2(char_acting)
",1.1640405654907227
192,0,2,0,0,1,0,0,?,0,0,0,1,1,1,2,0,1,0,0,blocked,-1,1,-2,1,2,2,-2,2,0,1,0,hidden,0,1,2,0,0,1,1,"No solution exists.
",0.7748775482177734
193,1,0,-2,4,1,0,0,hidden,-1,1,-1,0,2,0,0,4,0,0,0,?,2,1,1,1,1,1,-1,3,0,0,0,blocked,0,0,-2,1,0,0,1,"change_knowledge_up(char_acting) key_action2(char_acting)
",0.9264709949493408
194,0,0,0,3,0,1,0,blocked,2,0,2,1,0,0,1,0,1,0,0,blocked,1,0,0,0,0,1,0,3,0,1,0,hidden,2,0,-1,0,0,1,1,"No solution exists.
",0.9062602519989014
195,2,0,-1,4,0,1,0,hidden,0,0,1,1,0,0,-1,3,0,0,0,blocked,1,1,2,0,1,1,1,2,1,0,0,?,0,0,1,0,-1,0,1,"change_health_up(char_acting, char_acting) change_knowledge_up(char_acting) change_knowledge_up(char_acting) change_relation_down(char_acting, char2, char1) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",3.69500470161438
196,1,2,-2,0,0,1,0,hidden,2,1,0,0,1,2,1,1,1,1,0,?,2,0,-2,0,2,1,2,2,1,1,0,?,2,1,0,1,-1,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.4610176086425781
197,2,1,-2,4,1,0,0,?,-1,0,2,0,2,2,-2,1,0,1,0,hidden,0,1,1,0,1,0,-1,2,1,0,0,hidden,-2,1,1,1,0,-1,-1,"change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",2.4797332286834717
198,1,0,2,3,1,0,0,?,0,0,0,0,2,0,0,0,0,1,0,?,-2,0,1,0,0,1,0,1,0,0,0,blocked,-1,0,0,1,-1,1,1,"change_health_up(char_acting, char_acting) change_health_up(char_acting, char_acting) change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.1359429359436035
199,1,1,1,2,0,0,0,blocked,-2,0,0,0,1,1,0,4,1,1,0,blocked,0,0,-2,0,1,0,1,3,0,1,0,hidden,1,0,2,1,-1,1,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.5934224128723145
200,0,2,2,3,1,0,0,?,0,1,2,1,1,1,1,3,1,0,0,blocked,0,1,2,1,2,0,2,3,1,1,0,blocked,2,0,-2,1,-1,0,0,"No solution exists.
",1.6546051502227783
201,2,0,2,2,1,0,0,?,0,0,0,0,1,2,-2,1,0,1,0,blocked,-1,0,1,0,0,0,1,0,1,0,0,?,1,0,2,0,-1,1,0,"change_ship_magic_up(char_acting) key_action3(char_acting)
",1.1221179962158203
202,2,2,0,0,1,0,0,hidden,1,1,-1,1,2,0,0,3,1,1,0,blocked,-2,0,0,0,2,1,0,1,0,1,0,hidden,1,1,1,0,-1,-1,1,"change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.3262524604797363
203,2,2,0,0,0,0,0,hidden,-2,0,-2,1,1,0,2,3,0,0,0,blocked,-2,0,0,0,2,1,0,2,1,0,0,hidden,-2,0,-2,0,1,0,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.0223770141601562
204,2,2,2,0,0,0,0,blocked,-2,0,0,0,0,0,0,4,1,1,0,blocked,0,0,-1,1,2,0,-2,1,0,1,0,blocked,-1,1,0,0,1,-1,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.2478523254394531
205,0,0,-1,0,0,0,0,?,-2,0,-1,0,0,0,1,3,1,1,0,hidden,0,1,-1,0,1,2,-1,3,1,1,0,blocked,-1,0,-1,0,0,1,1,"No solution exists.
",0.775263786315918
206,0,1,-2,4,0,1,0,blocked,-1,1,-1,0,2,2,2,4,0,1,0,blocked,0,1,2,1,1,2,2,2,1,0,0,?,1,1,-2,0,-1,0,-1,"No solution exists.
",0.8859703540802002
207,2,1,-2,0,1,1,0,?,-2,1,0,1,1,2,1,0,0,0,0,hidden,1,0,0,0,2,0,2,2,0,1,0,hidden,0,0,0,0,-1,-1,1,"change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.2727692127227783
208,1,0,-2,1,0,0,0,?,-2,1,2,0,0,2,0,4,0,1,0,blocked,2,1,0,0,0,1,-1,1,1,0,0,?,-1,0,-1,0,0,-1,1,"change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.098797082901001
209,2,0,1,0,0,0,0,hidden,0,1,-1,1,2,1,-2,3,0,0,0,blocked,-1,0,-1,0,0,1,-2,3,1,0,0,?,1,1,0,1,-1,1,1,"key_action3(char_acting)
",0.9326200485229492
