char_acting_health,char_acting_knowledge,char_acting_altruism,char_acting_ambition,char_acting_support,char_acting_money,char_acting_satisfaction,char_acting_state,char_acting_relation_char1,char_acting_supports_char1,char_acting_relation_char2,char_acting_supports_char2,char1_health,char1_knowledge,char1_altruism,char1_ambition,char1_support,char1_money,char1_satisfaction,char1_state,char1_relation_char_acting,char1_supports_char_acting,char1_relation_char2,char1_supports_char2,char2_health,char2_knowledge,char2_altruism,char2_ambition,char2_support,char2_money,char2_satisfaction,char2_state,char2_relation_char_acting,char2_supports_char_acting,char2_relation_char1,char2_supports_char1,ship_defense,ship_status,ship_magic
0,1,-1,1,0,1,0,hidden,1,1,-1,0,2,1,-2,4,1,0,0,blocked,0,0,1,0,2,0,0,1,1,0,0,blocked,-2,1,-2,1,1,0,1
0,0,0,3,0,1,0,?,2,0,1,0,2,2,-2,0,1,1,0,blocked,-2,1,-1,1,0,2,-2,2,0,0,0,hidden,2,0,-2,1,1,1,-1
2,1,-1,1,0,1,0,?,-1,1,1,0,1,2,-1,3,0,0,0,hidden,1,0,0,1,2,0,2,0,0,0,0,?,-2,0,-1,0,1,0,0
1,2,-2,1,1,0,0,?,-2,0,2,1,2,2,1,4,0,0,0,?,1,0,-1,0,2,1,0,4,0,1,0,hidden,-2,1,-1,0,0,1,0
1,1,-2,2,1,1,0,blocked,-1,1,1,1,2,0,1,4,1,1,0,blocked,-1,1,-2,1,0,0,-2,3,1,1,0,?,2,1,1,1,1,0,0
2,0,-1,0,1,1,0,blocked,0,1,2,0,2,0,-1,4,0,1,0,hidden,1,0,1,0,0,0,1,1,1,0,0,hidden,-2,1,-2,0,1,1,0
2,1,-2,4,1,1,0,?,-2,0,0,0,0,0,1,1,0,1,0,blocked,-1,0,1,0,2,2,1,0,0,1,0,?,2,1,-2,1,-1,-1,0
0,2,2,1,1,1,0,?,0,1,2,1,0,0,2,4,0,0,0,blocked,-1,0,1,0,2,2,1,3,0,0,0,hidden,-1,1,2,1,1,-1,1
2,2,2,0,0,0,0,?,0,1,-1,1,0,0,-2,1,1,0,0,hidden,-2,0,-1,1,2,2,-2,1,1,0,0,blocked,-1,1,1,1,-1,-1,0
1,1,2,1,1,0,0,hidden,-1,1,0,1,1,0,0,1,1,1,0,?,-1,0,-1,0,0,1,-1,3,1,0,0,?,-1,0,0,0,0,1,-1
2,0,-2,0,1,1,0,blocked,2,0,-1,0,0,0,2,3,1,0,0,?,2,0,0,1,1,0,-1,0,1,0,0,hidden,-2,1,2,1,-1,0,-1
2,1,1,2,0,0,0,?,0,1,1,1,0,1,0,4,1,0,0,?,2,1,2,0,1,0,-2,0,1,0,0,blocked,-1,0,2,1,-1,1,-1
1,1,0,4,1,0,0,hidden,2,1,2,1,0,0,0,2,1,1,0,hidden,1,1,-1,0,0,0,-2,3,0,0,0,?,2,0,-2,1,0,1,1
0,1,2,2,0,0,0,?,1,1,2,0,2,1,-1,0,1,0,0,hidden,0,0,1,1,2,1,1,3,1,1,0,?,2,1,2,1,0,1,0
0,1,1,2,1,0,0,hidden,-2,1,-1,0,2,2,-2,0,0,1,0,?,-2,1,1,0,1,2,-1,4,1,1,0,?,2,1,2,0,0,-1,1
2,1,-1,2,0,0,0,hidden,0,1,-2,0,0,0,-1,4,0,1,0,blocked,0,1,2,0,2,0,0,3,1,0,0,?,0,0,0,0,-1,-1,0
0,0,2,2,0,0,0,blocked,-2,0,2,0,2,1,-1,2,0,1,0,?,2,0,1,0,1,2,-1,2,0,1,0,hidden,0,1,0,1,0,-1,-1
2,2,1,3,0,1,0,hidden,-2,1,0,0,1,0,0,1,0,0,0,hidden,2,1,2,0,2,2,2,0,1,0,0,blocked,-2,1,0,0,0,0,0
2,2,1,1,0,1,0,?,2,0,-1,1,2,0,2,3,1,1,0,blocked,-2,1,-2,0,0,0,-1,1,0,1,0,?,0,1,1,1,0,0,0
2,2,2,1,0,0,0,blocked,-2,0,-1,1,0,2,-1,1,1,1,0,?,2,0,-1,1,1,0,-1,0,0,1,0,?,0,0,-2,0,-1,1,-1
0,1,-1,3,1,0,0,blocked,-1,0,-1,1,2,2,-2,2,0,1,0,hidden,1,0,2,1,0,0,1,1,1,1,0,hidden,-1,0,2,0,0,-1,0
0,2,-2,3,1,0,0,?,2,0,0,1,0,0,2,3,0,0,0,blocked,2,0,-2,0,2,2,1,0,1,0,0,blocked,-2,1,1,1,1,1,1
2,1,-1,4,0,1,0,blocked,0,1,2,1,1,2,-1,4,0,1,0,hidden,0,1,0,1,2,2,-1,0,1,0,0,?,-1,1,-2,0,-1,1,-1
2,1,0,2,0,1,0,?,-1,0,-1,0,2,1,-1,0,1,1,0,blocked,1,0,1,0,1,0,-1,2,0,0,0,hidden,1,1,0,1,-1,-1,1
0,2,2,4,0,0,0,blocked,-1,1,-1,0,1,0,1,0,0,1,0,?,-1,0,0,0,1,0,0,0,1,1,0,?,0,0,-2,0,-1,-1,0
1,1,1,2,0,0,0,hidden,-2,1,-1,1,1,0,1,1,1,0,0,hidden,0,1,2,0,0,0,0,0,0,1,0,?,-2,1,-1,1,-1,0,1
0,2,0,4,1,0,0,blocked,0,1,-1,1,1,2,2,2,1,1,0,?,1,1,2,0,2,1,1,2,0,0,0,blocked,2,0,0,0,0,0,-1
1,2,-2,1,0,1,0,?,1,1,-2,0,2,2,-2,2,0,0,0,blocked,2,0,-2,0,1,1,-2,3,1,0,0,blocked,0,0,1,1,0,1,1
2,2,2,0,0,1,0,hidden,0,1,1,1,0,1,1,3,0,1,0,hidden,2,0,-1,0,2,2,0,3,1,0,0,blocked,2,1,1,1,0,0,0
0,2,1,2,1,1,0,?,0,1,0,0,1,1,-1,3,0,0,0,hidden,2,0,0,1,0,0,1,1,1,1,0,blocked,0,1,-2,0,-1,1,1
0,1,-2,2,1,1,0,hidden,-1,0,0,0,2,1,0,2,0,1,0,blocked,-1,0,-2,0,1,0,2,4,0,0,0,?,-2,1,-2,1,-1,-1,0
0,0,2,0,0,1,0,hidden,1,0,-1,0,2,1,2,4,1,1,0,blocked,1,1,1,1,0,2,-1,0,1,1,0,blocked,0,1,2,0,-1,1,-1
0,2,1,1,1,0,0,?,2,0,-2,0,0,0,-1,4,1,0,0,hidden,2,1,-2,0,1,0,-1,0,0,1,0,hidden,-1,0,-2,1,1,-1,0
2,1,1,2,0,0,0,hidden,1,0,2,0,0,0,0,2,1,1,0,blocked,0,0,-1,1,1,2,1,4,0,1,0,blocked,0,1,0,1,-1,0,1
1,2,0,4,0,1,0,blocked,-1,1,-2,1,0,0,1,2,0,0,0,blocked,-1,1,1,0,1,0,-2,2,1,1,0,?,0,0,0,1,-1,-1,0
2,1,1,4,0,0,0,?,2,1,-2,0,0,0,-1,3,0,1,0,hidden,-1,0,-1,1,0,0,-2,4,1,0,0,?,1,0,1,0,0,-1,0
1,1,1,2,0,1,0,blocked,2,1,0,1,2,0,0,3,0,1,0,hidden,1,0,0,0,0,1,-2,0,1,0,0,blocked,0,1,-2,1,1,1,-1
1,0,1,4,1,1,0,hidden,-2,0,-1,1,2,1,-2,2,1,1,0,blocked,2,0,-2,1,1,0,2,1,1,1,0,?,0,1,-2,0,-1,-1,-1
0,2,0,0,1,0,0,?,0,0,0,1,1,1,2,0,1,0,0,blocked,-1,1,-2,1,2,2,-2,2,0,1,0,hidden,0,1,2,0,0,1,1
1,0,-2,4,1,0,0,hidden,-1,1,-1,0,2,0,0,4,0,0,0,?,2,1,1,1,1,1,-1,3,0,0,0,blocked,0,0,-2,1,0,0,1
0,0,0,3,0,1,0,blocked,2,0,2,1,0,0,1,0,1,0,0,blocked,1,0,0,0,0,1,0,3,0,1,0,hidden,2,0,-1,0,0,1,1
2,0,-1,4,0,1,0,hidden,0,0,1,1,0,0,-1,3,0,0,0,blocked,1,1,2,0,1,1,1,2,1,0,0,?,0,0,1,0,-1,0,1
1,2,-2,0,0,1,0,hidden,2,1,0,0,1,2,1,1,1,1,0,?,2,0,-2,0,2,1,2,2,1,1,0,?,2,1,0,1,-1,-1,0
2,1,-2,4,1,0,0,?,-1,0,2,0,2,2,-2,1,0,1,0,hidden,0,1,1,0,1,0,-1,2,1,0,0,hidden,-2,1,1,1,0,-1,-1
1,0,2,3,1,0,0,?,0,0,0,0,2,0,0,0,0,1,0,?,-2,0,1,0,0,1,0,1,0,0,0,blocked,-1,0,0,1,-1,1,1
1,1,1,2,0,0,0,blocked,-2,0,0,0,1,1,0,4,1,1,0,blocked,0,0,-2,0,1,0,1,3,0,1,0,hidden,1,0,2,1,-1,1,0
0,2,2,3,1,0,0,?,0,1,2,1,1,1,1,3,1,0,0,blocked,0,1,2,1,2,0,2,3,1,1,0,blocked,2,0,-2,1,-1,0,0
2,0,2,2,1,0,0,?,0,0,0,0,1,2,-2,1,0,1,0,blocked,-1,0,1,0,0,0,1,0,1,0,0,?,1,0,2,0,-1,1,0
2,2,0,0,1,0,0,hidden,1,1,-1,1,2,0,0,3,1,1,0,blocked,-2,0,0,0,2,1,0,1,0,1,0,hidden,1,1,1,0,-1,-1,1
2,2,0,0,0,0,0,hidden,-2,0,-2,1,1,0,2,3,0,0,0,blocked,-2,0,0,0,2,1,0,2,1,0,0,hidden,-2,0,-2,0,1,0,0
2,2,2,0,0,0,0,blocked,-2,0,0,0,0,0,0,4,1,1,0,blocked,0,0,-1,1,2,0,-2,1,0,1,0,blocked,-1,1,0,0,1,-1,1
0,0,-1,0,0,0,0,?,-2,0,-1,0,0,0,1,3,1,1,0,hidden,0,1,-1,0,1,2,-1,3,1,1,0,blocked,-1,0,-1,0,0,1,1
0,1,-2,4,0,1,0,blocked,-1,1,-1,0,2,2,2,4,0,1,0,blocked,0,1,2,1,1,2,2,2,1,0,0,?,1,1,-2,0,-1,0,-1
2,1,-2,0,1,1,0,?,-2,1,0,1,1,2,1,0,0,0,0,hidden,1,0,0,0,2,0,2,2,0,1,0,hidden,0,0,0,0,-1,-1,1
1,0,-2,1,0,0,0,?,-2,1,2,0,0,2,0,4,0,1,0,blocked,2,1,0,0,0,1,-1,1,1,0,0,?,-1,0,-1,0,0,-1,1
2,0,1,0,0,0,0,hidden,0,1,-1,1,2,1,-2,3,0,0,0,blocked,-1,0,-1,0,0,1,-2,3,1,0,0,?,1,1,0,1,-1,1,1
2,0,-1,3,0,0,0,hidden,0,0,0,1,2,1,1,0,1,0,0,blocked,2,0,-1,0,2,2,0,2,1,1,0,hidden,2,0,2,0,1,1,1
1,1,2,2,1,0,0,hidden,0,1,2,0,2,1,2,3,0,1,0,hidden,0,1,2,1,2,0,2,3,1,1,0,blocked,0,1,1,1,0,-1,1
1,2,-1,1,1,1,0,hidden,2,1,0,0,1,1,1,3,1,1,0,hidden,0,1,-2,0,0,0,2,1,1,1,0,blocked,1,1,-1,1,1,1,-1
0,1,0,2,0,1,0,blocked,-2,0,-2,0,0,0,0,2,0,0,0,hidden,-1,1,2,1,2,0,0,0,0,0,0,?,2,0,2,0,-1,0,-1
2,0,1,0,0,0,0,?,-2,1,-2,0,2,0,0,3,0,0,0,hidden,2,1,0,0,2,2,-1,2,0,0,0,?,0,1,2,1,0,-1,-1
0,0,-1,4,1,1,0,blocked,2,0,-1,1,1,0,-1,0,1,1,0,hidden,2,0,-2,1,1,1,0,1,1,0,0,blocked,0,1,-1,0,-1,1,1
2,1,-1,3,1,0,0,blocked,0,1,0,0,1,0,-1,2,1,1,0,blocked,1,0,0,1,1,0,2,2,1,0,0,hidden,-1,0,0,1,0,1,-1
2,2,-2,1,1,1,0,blocked,0,1,-2,1,0,1,-2,1,1,1,0,?,1,0,0,1,2,2,-2,4,1,0,0,hidden,2,0,0,1,0,-1,1
0,2,2,3,1,0,0,?,0,0,-2,0,1,0,-2,0,0,0,0,?,1,1,-1,1,1,0,-2,0,0,1,0,blocked,0,1,2,0,-1,0,0
0,1,-1,1,0,0,0,hidden,-1,1,1,1,1,1,1,2,0,1,0,?,-1,0,-2,1,0,0,-2,4,0,1,0,?,1,1,1,1,1,-1,1
0,1,1,2,1,1,0,hidden,-1,0,-2,0,2,0,2,4,1,1,0,?,-2,1,2,0,2,2,-1,0,0,1,0,blocked,2,0,2,1,-1,1,0
1,1,-2,3,0,1,0,hidden,2,0,-2,0,0,1,0,1,1,1,0,?,1,1,-2,1,2,0,0,0,1,0,0,?,-1,0,0,1,0,1,0
2,2,-1,0,0,1,0,blocked,0,1,0,0,1,0,1,1,1,1,0,blocked,1,0,-1,0,2,0,-2,4,1,0,0,hidden,0,0,0,1,-1,1,1
2,0,1,0,1,0,0,blocked,-1,1,2,1,2,1,1,3,0,1,0,blocked,1,0,-1,1,2,1,0,4,0,1,0,hidden,-2,0,-2,0,1,-1,0
2,1,-2,3,0,0,0,?,0,0,1,0,0,2,-1,1,1,0,0,?,1,0,2,1,0,0,0,1,1,0,0,?,2,1,2,0,1,-1,1
2,1,0,4,0,1,0,blocked,1,0,-2,1,0,1,-2,1,1,0,0,?,0,1,-1,1,0,1,-1,3,0,1,0,blocked,1,0,0,0,0,1,-1
2,1,1,2,0,0,0,blocked,2,0,-2,0,0,2,2,2,1,1,0,hidden,1,0,2,1,0,1,2,3,1,1,0,hidden,0,1,-1,1,-1,-1,0
2,2,-1,1,1,0,0,hidden,1,1,-1,0,2,2,1,1,1,1,0,hidden,0,1,-2,0,1,1,-1,4,0,1,0,?,2,0,-2,0,-1,0,1
1,0,0,0,0,1,0,blocked,-2,1,-2,0,2,1,2,4,1,1,0,blocked,2,1,1,1,0,2,-2,3,1,0,0,hidden,-2,1,1,1,-1,0,1
0,2,0,1,1,1,0,?,2,1,-2,1,2,1,-1,4,0,1,0,blocked,1,1,-2,1,2,2,0,3,0,1,0,?,0,0,2,1,0,-1,0
2,1,-1,4,1,1,0,hidden,0,0,1,1,1,2,0,4,1,0,0,hidden,-1,1,0,1,2,0,-1,0,1,0,0,?,0,0,0,0,-1,-1,-1
1,0,1,0,0,0,0,?,-2,0,2,0,0,0,0,0,1,0,0,?,2,1,2,0,1,2,-1,2,0,0,0,blocked,-1,1,-1,0,1,-1,-1
2,2,0,3,0,1,0,?,-2,1,0,0,1,0,-2,2,1,0,0,hidden,2,1,0,0,0,2,-2,3,0,1,0,hidden,-2,1,-2,0,0,-1,-1
0,2,-1,3,0,0,0,?,2,0,2,1,1,0,-1,1,1,1,0,?,-2,0,1,1,1,0,2,2,0,0,0,?,-1,0,-2,1,1,0,0
0,2,-2,2,0,1,0,blocked,-2,0,-2,1,0,0,2,2,1,1,0,?,0,0,-1,1,0,2,-1,4,0,0,0,hidden,0,1,-2,0,0,1,1
2,2,-2,1,1,0,0,blocked,1,1,-1,1,0,1,-2,2,0,1,0,hidden,2,0,0,0,0,1,2,3,1,1,0,?,-1,1,0,1,1,0,0
1,1,0,1,1,1,0,?,-2,1,0,1,2,2,0,3,0,1,0,?,-2,0,-2,1,2,2,-1,0,1,0,0,hidden,0,0,1,1,0,0,0
2,1,1,0,0,1,0,hidden,-2,0,1,0,2,2,1,4,1,1,0,?,0,1,0,0,0,1,-2,0,0,0,0,hidden,1,0,-1,0,1,0,-1
1,0,2,3,1,0,0,hidden,1,1,2,0,0,1,1,0,1,1,0,blocked,-1,0,0,1,2,0,2,4,0,0,0,blocked,0,1,-2,1,0,-1,-1
0,2,0,4,0,1,0,hidden,-2,0,1,0,2,2,-1,1,1,1,0,hidden,-1,1,2,0,2,1,-1,4,1,1,0,blocked,0,1,1,0,1,1,0
2,0,2,0,1,0,0,hidden,-2,1,0,1,2,2,0,0,1,0,0,hidden,1,0,1,0,1,2,0,3,0,0,0,blocked,-1,0,-2,1,0,-1,-1
0,2,-1,0,1,0,0,hidden,0,0,0,1,0,0,-2,2,1,1,0,hidden,-2,0,0,0,2,2,-1,4,0,1,0,hidden,0,1,-2,0,-1,0,0
0,0,0,4,1,0,0,blocked,2,1,2,1,0,2,-1,4,0,0,0,blocked,2,1,-2,1,0,0,0,4,0,0,0,blocked,1,1,1,0,1,0,0
0,1,0,3,1,1,0,hidden,1,1,2,0,1,2,1,2,0,0,0,?,-1,1,1,1,0,0,1,1,0,0,0,hidden,-2,1,1,1,-1,0,1
0,1,-1,1,0,0,0,?,2,0,-2,0,0,1,0,2,1,0,0,?,0,1,0,0,2,0,2,3,1,0,0,?,2,0,1,0,-1,0,1
0,1,-1,1,0,0,0,hidden,0,1,2,1,2,1,-1,4,1,1,0,blocked,-2,1,1,1,2,1,-2,4,0,1,0,blocked,1,1,-2,1,0,-1,-1
0,1,0,0,0,1,0,blocked,2,0,0,0,0,1,0,2,1,0,0,hidden,-1,0,0,1,1,2,0,0,0,0,0,hidden,2,1,-2,0,0,1,0
1,1,-1,2,1,1,0,?,-1,1,1,0,2,0,-2,3,0,1,0,hidden,2,1,2,0,0,1,-1,0,0,1,0,?,2,0,-2,1,0,-1,1
0,0,1,1,0,1,0,?,1,0,0,0,1,1,-1,1,1,0,0,blocked,-2,1,1,0,2,1,1,2,1,1,0,blocked,0,1,1,0,0,0,0
0,1,-1,1,1,0,0,hidden,-2,1,2,0,1,1,-2,3,0,0,0,blocked,-1,0,-2,0,0,2,1,0,0,0,0,blocked,1,1,-1,1,-1,-1,0
1,0,-2,2,1,1,0,hidden,0,0,0,1,2,2,-2,3,0,0,0,blocked,-1,1,-2,0,2,2,-1,0,0,1,0,blocked,-1,1,-1,0,0,0,-1
1,2,-1,3,1,0,0,blocked,-2,0,-2,0,0,1,2,4,1,1,0,?,0,1,0,1,0,2,-2,0,1,1,0,hidden,2,0,1,0,0,1,0
2,0,-2,3,1,1,0,hidden,1,0,-1,0,1,2,0,2,1,1,0,?,1,1,1,1,0,0,1,3,1,0,0,blocked,-1,0,-2,0,1,-1,1
1,2,-2,3,1,0,0,hidden,0,1,1,0,2,0,-1,1,1,0,0,hidden,-2,1,1,1,2,1,-1,3,1,0,0,blocked,-2,0,1,0,1,1,-1
0,2,1,0,0,1,0,hidden,-1,0,-2,1,1,0,-1,0,0,0,0,?,1,1,1,0,0,1,0,0,0,0,0,blocked,-2,0,1,1,-1,1,0
2,1,1,4,0,1,0,?,1,0,-1,0,1,0,0,1,0,0,0,blocked,-1,1,1,0,1,1,1,0,0,1,0,?,-1,0,2,1,0,1,-1
1,2,1,3,0,0,0,?,1,1,0,0,2,1,0,1,0,0,0,hidden,2,1,-1,0,1,0,0,4,0,0,0,hidden,-1,1,2,0,1,0,1
2,1,1,3,1,1,0,hidden,0,1,-2,1,2,0,0,1,0,1,0,blocked,0,1,2,1,1,1,0,0,0,0,0,hidden,-1,1,-2,0,-1,1,1
1,1,-2,2,0,1,0,?,0,1,2,1,0,2,0,1,1,0,0,?,-2,0,0,1,2,0,-1,2,0,0,0,?,0,0,2,1,-1,1,-1
0,1,2,1,1,1,0,blocked,-2,0,1,0,0,2,-1,0,0,0,0,?,-1,0,-1,0,0,1,0,3,1,0,0,blocked,0,0,0,1,0,0,1
0,1,1,0,1,1,0,?,-2,0,1,1,2,1,0,1,0,1,0,blocked,1,0,-2,1,1,0,-1,4,1,1,0,blocked,1,0,1,1,0,0,-1
2,2,-1,1,0,0,0,blocked,-1,1,-2,1,1,2,1,2,1,1,0,blocked,-1,1,-1,0,0,1,0,2,1,0,0,hidden,2,1,1,1,0,1,0
0,2,2,2,1,0,0,hidden,-1,0,0,1,0,0,1,0,0,1,0,?,2,0,-1,1,2,1,-2,4,0,1,0,hidden,-2,1,1,1,1,0,-1
1,0,-1,2,0,1,0,?,-1,1,-1,0,2,0,-1,0,0,0,0,blocked,1,0,2,0,2,1,0,1,1,1,0,?,0,1,0,0,-1,-1,1
0,0,-2,4,0,1,0,hidden,-2,0,-2,0,1,1,2,3,1,0,0,hidden,-1,0,1,0,0,2,1,2,1,1,0,?,2,1,1,1,0,1,1
2,2,2,4,1,1,0,?,2,0,1,1,2,0,-2,0,1,1,0,?,1,0,1,1,0,0,2,2,0,1,0,blocked,2,1,-1,0,-1,-1,1
0,2,2,1,0,0,0,?,-1,1,2,0,0,1,0,1,1,1,0,blocked,-1,0,1,1,1,1,-2,2,0,1,0,?,1,1,2,1,1,0,0
1,1,-1,0,1,0,0,?,0,0,2,0,2,0,1,4,1,1,0,?,-1,0,-1,0,0,0,-2,2,1,1,0,blocked,1,1,2,0,0,-1,-1
1,2,0,1,1,0,0,blocked,2,1,-2,0,1,2,-1,2,0,0,0,hidden,-1,0,1,0,2,1,-1,4,1,1,0,blocked,-2,0,0,1,1,-1,0
1,2,0,2,1,1,0,?,0,1,1,1,2,1,1,2,0,0,0,?,2,1,-1,0,1,1,-2,4,0,0,0,?,2,1,-2,0,0,1,-1
2,0,-1,3,1,1,0,hidden,0,0,1,0,1,0,2,0,1,1,0,hidden,-1,1,0,0,0,2,-2,1,0,0,0,?,1,1,0,0,1,-1,1
2,2,0,1,1,0,0,?,0,0,0,0,0,0,-2,0,0,0,0,hidden,2,1,2,0,1,0,2,0,1,1,0,hidden,-1,1,1,0,-1,1,-1
2,2,-1,1,1,1,0,hidden,0,1,-1,1,0,0,-2,1,0,0,0,?,0,0,1,1,2,2,0,1,0,0,0,?,-2,1,-1,0,1,0,-1
1,0,1,4,1,1,0,hidden,1,1,-2,1,2,0,0,2,1,0,0,?,1,0,-2,0,1,1,-2,2,1,1,0,?,-1,0,2,0,-1,0,1
1,2,-2,3,0,0,0,blocked,-2,0,-2,0,0,0,-2,1,0,0,0,?,-1,0,-1,1,1,1,1,4,0,0,0,blocked,2,0,2,1,1,-1,-1
1,2,1,4,1,0,0,?,-1,0,-2,0,0,1,1,0,1,1,0,blocked,1,1,-2,1,0,0,-1,1,0,0,0,?,-1,1,-2,1,-1,1,1
1,1,-1,4,0,0,0,blocked,2,0,0,0,0,1,0,1,0,1,0,blocked,1,1,1,0,0,1,1,3,0,1,0,blocked,2,0,-2,1,1,0,1
1,1,-2,1,0,0,0,?,0,0,1,0,0,2,-2,2,0,0,0,?,2,0,2,0,2,1,0,3,0,1,0,blocked,2,0,-2,0,1,1,-1
1,1,1,3,1,1,0,blocked,-2,1,-1,0,2,1,0,2,0,1,0,blocked,-1,0,2,1,1,0,2,2,1,0,0,blocked,0,1,-2,0,0,-1,-1
1,1,2,1,0,0,0,blocked,0,0,-1,0,2,0,0,3,1,1,0,hidden,1,0,-2,0,2,2,0,0,1,1,0,?,1,0,0,0,1,1,0
0,0,-1,4,0,0,0,?,2,1,1,1,2,1,1,3,0,1,0,hidden,-1,0,-2,0,0,1,-2,3,0,1,0,?,0,0,0,1,-1,0,1
1,2,-1,1,0,1,0,blocked,-2,1,0,0,1,2,-1,0,1,0,0,blocked,1,0,0,0,2,2,-2,2,1,0,0,blocked,-1,0,2,1,-1,1,1
1,2,1,2,0,0,0,blocked,1,0,1,0,2,1,-2,2,0,1,0,hidden,1,0,1,0,0,2,-2,0,1,1,0,hidden,-2,0,-2,1,0,1,1
2,2,1,1,1,1,0,blocked,-1,0,0,0,0,0,0,3,0,0,0,blocked,2,1,0,0,1,2,0,1,0,0,0,hidden,1,0,1,0,-1,-1,1
2,1,2,1,0,1,0,hidden,2,1,2,1,1,0,1,2,0,1,0,?,0,0,2,1,2,0,2,1,1,0,0,blocked,-1,0,0,0,1,-1,1
2,0,2,2,1,1,0,?,0,0,0,0,2,1,1,3,0,1,0,?,0,1,-2,0,1,2,-1,1,0,1,0,?,1,0,1,1,1,-1,0
2,1,-1,2,0,0,0,blocked,-1,1,0,1,0,2,0,3,0,1,0,blocked,-1,0,1,1,1,2,0,0,0,0,0,hidden,0,1,1,0,1,-1,-1
2,1,-1,4,0,0,0,?,-1,0,0,0,0,1,-2,4,1,1,0,hidden,1,0,-2,0,2,0,1,4,1,1,0,blocked,-2,1,1,0,0,1,1
1,2,-1,2,0,0,0,?,2,0,0,1,1,2,1,1,0,1,0,?,1,0,2,0,2,0,1,0,1,0,0,?,1,1,1,0,0,0,-1
1,0,2,3,0,0,0,blocked,-2,1,-1,1,0,0,2,1,1,1,0,hidden,-2,1,-2,1,0,0,2,3,0,1,0,blocked,-2,1,1,0,1,0,-1
1,2,-1,0,1,1,0,blocked,-1,0,1,1,1,1,2,2,1,1,0,blocked,1,1,2,0,1,1,-1,4,0,0,0,hidden,2,1,0,0,-1,1,0
1,0,1,4,0,0,0,?,2,0,1,0,0,2,1,1,1,1,0,hidden,-2,0,-1,0,0,1,0,0,1,1,0,?,-2,1,2,1,1,1,0
0,2,-1,2,0,1,0,?,1,0,0,0,2,1,0,1,1,1,0,hidden,-1,0,0,1,1,1,2,2,0,1,0,blocked,2,0,-2,0,-1,1,1
0,1,2,1,0,1,0,?,1,1,2,0,2,0,2,4,1,1,0,?,0,1,2,1,1,1,-1,0,0,1,0,hidden,-2,0,0,0,-1,-1,-1
0,2,0,2,0,0,0,hidden,-1,1,0,0,0,2,-1,1,1,0,0,hidden,-1,1,2,1,2,2,0,0,0,0,0,?,-1,0,-1,1,0,0,0
2,1,2,3,0,1,0,?,0,0,-1,0,2,2,-2,1,1,0,0,hidden,-2,1,2,0,0,2,-2,2,0,0,0,hidden,2,1,0,1,0,0,1
1,1,0,4,1,1,0,?,-1,0,1,1,2,2,-2,2,0,0,0,hidden,2,1,2,0,1,1,0,2,1,1,0,hidden,-1,0,-2,0,0,1,0
0,1,-1,0,0,0,0,?,-2,1,-1,0,1,2,-2,4,1,0,0,hidden,-1,1,-1,0,2,1,2,0,0,1,0,blocked,0,0,-2,1,-1,0,0
2,1,0,1,1,1,0,hidden,1,1,0,1,1,2,-2,0,0,1,0,blocked,0,1,2,0,2,2,2,0,1,0,0,hidden,2,1,-1,0,0,-1,0
1,2,0,3,1,1,0,blocked,-2,0,-2,1,1,1,1,0,1,0,0,hidden,2,1,1,1,0,2,2,4,0,1,0,hidden,1,0,1,1,-1,1,1
2,1,1,4,0,0,0,?,-2,0,1,0,2,0,1,2,0,0,0,blocked,0,0,-2,1,0,2,2,2,0,1,0,hidden,2,1,2,0,1,-1,0
2,2,2,1,0,1,0,hidden,0,1,1,0,1,2,-1,3,1,1,0,hidden,-2,1,0,1,2,1,1,3,1,0,0,?,-2,0,0,0,0,-1,1
2,0,0,2,1,1,0,blocked,2,1,-2,0,2,0,-2,4,0,1,0,blocked,-1,1,2,1,0,0,-1,2,0,0,0,hidden,1,0,0,1,0,-1,1
2,1,1,1,0,0,0,hidden,2,1,2,0,0,0,0,3,1,1,0,blocked,0,1,-2,0,1,0,-1,4,1,1,0,hidden,0,1,-2,1,-1,1,-1
2,1,1,4,0,1,0,?,0,1,2,0,0,1,-1,2,0,0,0,hidden,2,0,2,1,2,1,2,1,1,0,0,blocked,-1,0,2,1,-1,1,1
1,2,1,1,0,1,0,hidden,1,1,-2,0,1,2,-1,4,1,0,0,?,0,0,1,1,2,2,0,0,1,0,0,blocked,1,0,2,1,1,-1,-1
2,1,1,1,1,0,0,?,0,1,-1,1,0,2,1,4,1,1,0,blocked,0,0,-2,1,0,1,2,0,0,0,0,blocked,0,0,1,1,0,1,0
2,2,-2,0,1,0,0,hidden,-1,1,2,1,1,2,2,0,0,0,0,blocked,1,0,1,0,2,0,-2,4,0,0,0,?,-2,0,-1,0,0,-1,1
0,2,2,0,0,1,0,blocked,-2,0,2,0,2,1,0,4,1,1,0,blocked,0,1,1,1,0,0,2,2,1,0,0,blocked,2,0,0,0,0,0,-1
2,0,2,0,1,1,0,?,-1,0,2,0,1,0,-2,4,1,1,0,?,0,0,1,0,1,2,-1,2,0,0,0,blocked,2,1,-2,0,0,-1,-1
0,1,-1,2,0,0,0,blocked,2,1,1,1,1,1,-1,4,1,0,0,blocked,2,0,1,1,1,1,2,4,0,1,0,?,0,0,-1,1,1,-1,-1
2,2,-1,2,1,1,0,hidden,-2,1,1,1,0,1,0,3,1,0,0,hidden,2,1,-1,0,0,1,-1,3,1,1,0,blocked,-2,1,-2,1,1,-1,0
